"пере́дний","1) front, anterior, forward"
"се́вер","1) north"
"покупа́ть","1) buy, purchase, bathe, bath"
"печа́ть","1) stamp 2) the press"
"крестья́нин","1) peasant"
"ю́жный","1) south, southern"
"пальто́","1) coat, topcoat"
"любопы́тство","1) curiosity"
"таре́лка","1) plate"
"сле́дствие","1) consequence"
"наско́лько","1) how much, as far as, so far as 2) to what degree"
"выбира́ть","1) choose, select, pick out, take out 2) elect"
"зара́нее","1) in advance 2) beforehand, in good time 3) earlier"
"семе́йный","1) domestic / family"
"продолжа́ться","1) to continue"
"подписа́ть","1) sign, add, subscribe"
"вы́ясниться","1) to become clear 2) it turns out"
"раке́та","1) rocket"
"заня́ться","1) set - busy oneself 2) take up"
"завести́","1) to get, acquire, have ( relationship) 2) start, wind up, to set 3) establish"
"зарпла́та","1) salary, pay"
"топо́р","1) axe"
"уби́йца","1) killer, assassin, murderer, murderess"
"сообрази́ть","1) to figure out [something], derives from prefix со and root образ"
"су́щность","1) essence, main point 2) substance"
"сперва́","1) at first, firstly"
"одино́кий","1) lonely"
"сохрани́ть","1) keep 2) to preserve, to conserve 3) to retain 4) to save (computing)"
"до́мик","1) cottage or small house"
"меня́ть","1) change, exchange"
"за́пись","1) record, writing down, booking, entry, note"
"пожа́р","1) a fire"
"па́чка","1) packet, bundle, batch, sheaf, pack, parcel, tutu"
"а́га","1) cane toad"
"ага́","1) uh-huh, aha 2) yep, yeah"
"широко́","1) wide, widely, broadly"
"указа́ть","1) To point out 2) indicate"
"спря́тать","1) to hide something"
"свиде́тель","1) witness"
"привы́чный","1) habitual 2) accustomed/used to"
"пи́ща","1) food 2) nutrition, nourishment"
"забо́та","1) concern, İlgi ve alaka"
"и́зо","1) from 2) out of"
"тако́в","1) such is"
"откры́тие","1) discovery"
"деви́ца","1) (outdated) girl"
"ощуща́ть","1) feel/sense"
"специа́льно","1) on purpose 2) especially"
"вождь","1) leader captain chief"
"одея́ло","1) blanket, quilt, patchwork quilt, counterpane 2) winter blanket"
"храм","1) temple"
"стуча́ть","1) knock"
"сде́латься","1) become, turn into 2) happen"
"лета́ть","1) fly, flutter - multi way"
"пассажи́р","1) passenger"
"строи́тельство","1) construction"
"пое́здка","1) drive 2) trip, journey, excursion, outing, tour"
"ра́на","1) wound"
"верёвка","1) rope, cord, string"
"две́сти","1) two hundred"
"вали́ть","1) bring down 2) get out, leave 3) pile, stack 4) lay, heap"
"па́спорт","1) passport, registration certificate"
"привы́чка","1) habit"
"холм","1) hill"
"сдать","1) rent out, let out 2) take an exam, pass an exam 3) rat out, turn in to the authorities 4) give, distribute, donate 5) hand over, give up, surrender"
"благодаря́","1) thanks to, owing to, because of"
"сообща́ть","1) report, impart, inform 2) let know, communicate"
"подава́ть","1) give, serve, drive up, feed, supply"
"уста́ть","1) get tired, be tired"
"скры́ться","1) hide, disappear"
"шоссе́","1) highway, macadam road"
"могу́чий","1) mighty"
"поворо́т","1) a turn, twist 2) a change of direction"
"восто́рг","1) delight, rapture"
"мечта́","1) dream, desire, ambition, vision"
"каби́на","1) booth, shower, cab, lift car"
"карто́шка","1) potato"
"дожда́ться","1) to wait until, to wait for a long time 2) to end"
"уничто́жить","1) destroy"
"земно́й","1) earth, terrestrial, related to the planet, worldly, earthy"
"надое́сть","1) get tired of, sick of, to bore 2) annoy, pester, worry, plague"
"Изра́иль","1) Israel"
"борода́","1) beard"
"неприя́тный","1) unpleasant"
"убра́ть","1) tidy, clean up, decorate 2) take away, remove 3) gather, harvest 4) put away"
"запа́с","1) stock, reserve 2) margin"
"закури́ть","1) start smoking (light up) 2) begin to smoke"
"эй","1) hey, hi"
"благоро́дный","1) noble"
"тайга́","1) taiga"
"молоде́ц","1) Well done, good job 2) fine fellow, fine girl"
"пре́сса","1) the press, pressmen"
"доби́ться","1) to achieve"
"пона́добиться","1) will need/require"
"позади́","1) behind"
"подро́бность","1) detail"
"тала́нт","1) talent, gift, man of talent, gifted person, great talent"
"подде́рживать","1) support, back, second, maintain, keep up, bear 2) continue"
"ми́рный","1) peaceful"
"отли́чно","1) excellently"
"осо́бенность","1) peculiarity 2) feature, characteristic"
"предупреди́ть","1) to warn"
"разгля́дывать","1) to gaze intently and carefully at someone or something/to examine"
"дру́жба","1) friendship, amity"
"па́мятник","1) monument, memorial, tombstone, statue"
"помо́щник","1) assistant"
"шля́па","1) hat, bonnet 2) cowboy kind of hat"
"жа́ловаться","1) to complain"
"произведе́ние","1) process of work/production of something 2) work of art 3) product (mathematics)"
"подгото́вка","1) preparation, grounding, schooling 2) training 3) skill, knowledge"
"вы́зов","1) call,  2) challenge,  3) summons, subpoena, "
"поки́нуть","1) leave, abandon, desert, forsake"
"сле́ва","1) on the left 2) from the left"
"доложи́ть","1) to report, to add"
"предполага́ть","1) to assume, to presume, to imply"
"послы́шаться","1) be heard"
"батальо́н","1) battalion"
"реши́ться","1) to work up the courage 2) decide"
"шко́льный","1) school, scholastic"
"сме́на","1) shift, session, shift at work 2) changing, change, replacement"
"поте́ря","1) loss 2) waste"
"торопли́вый","1) hasty/hurried"
"медици́нский","1) medical"
"случа́ться","1) to happen, come to pass, occur, befall, couple, pair 2) to come about (с + instrumental)"
"сигна́л","1) signal, call, notification, warning"
"духо́вный","1) spiritual (adj)"
"заты́лок","1) back of the head, nape"
"мото́р","1) motor, engine"
"устра́ивать","1) arrange, organize, establish, make, settle, put in order, place, fix up, set up,  2) suit, be convenient"
"оби́да","1) offence, resentment, grudge"
"профе́ссия","1) occupation, profession, trade"
"сего́дняшний","1) today's, today"
"ю́ноша","1) young man, youth"
"юг","1) south"
"уезжа́ть","1) leave, depart"
"до́ля","1) share, portion, part 2) (arithmetic) fraction 3) destined, fate"
"во́ин","1) fighting man, warrior"
"медве́дь","1) bear"
"ведро́","1) bucket 2) bin/ trash can"
"пры́гать","1) jump"
"ска́зка","1) tale, fairy tale, story, fairytale"
"цк","1) the Central Committee"
"гро́зный","1) formidable 2) menacing/terrifying/fear inducing, terrible"
"корми́ть","1) feed"
"полёт","1) flight"
"пулемёт","1) machine-gun"
"желе́зо","1) iron"
"напра́виться","1) be headed"
"рассчи́тывать","1) count on or depend on"
"механи́зм","1) mechanism, gear, machinery"
"тьма","1) darkness"
"расположи́ть","1) dispose, have available, intend, propose, set, gain, win over 2) group, put st (in order)"
"но́вость","1) news"
"усла́ть","1) send away"
"строка́","1) line"
"шесто́й","1) sixth"
"тща́тельно","1) carefully and thoroughly"
"сфе́ра","1) sphere (field, sector)"
"комисса́р","1) commissar, commissioner"
"ра́вный","1) equal"
"прозра́чный","1) transparent, clear, limpid"
"малы́ш","1) small child, youngster, kiddy, little one, little man"
"по́весть","1) novel, narrative, tale, story"
"профессиона́льный","1) professional"
"жёсткий","1) tough/rigid/hard"
"пораже́ние","1) defeat 2) lesion"
"ци́фра","1) figure, number, digit 2) Римские цифры - roman numerals"
"компью́тер","1) computer"
"уважа́ть","1) to respect, esteem, have respect, hold in respect"
"угро́за","1) threat, menace 2) risk 3) danger"
"исключе́ние","1) exception"
"бума́жка","1) small piece of paper, slip of paper, bit of paper 2) banknote (bill, note)"
"гру́бый","1) rude 2) rough or coarse"
"догово́р","1) agreement 2) contract 3) treaty"
"ба́шня","1) tower, turret"
"секре́т","1) secret, listening post, secretion"
"ла́мпа","1) lamp, valve, tube"
"реме́нь","1) strap 2) belt"
"повести́","1) lead, conduct, direct, wiggle 2) behave 3) drive"
"глу́пость","1) foolishness/stupidity"
"зи́мний","1) Winter"
"библиоте́ка","1) library, lending library, reference library"
"попа́дать","1) to  fall one after the other"
"попада́ть","1) to hit (a target), enter 2) to get, fetch up, hit upon 3) to find oneself in, to end up in"
"покача́ть","1) shake"
"ткань","1) fabric"
"хала́т","1) bathrobe"
"отдыха́ть","1) rest, be resting, be on holiday"
"путём","1) by means of, by dint of, properly, by way of"
"переходи́ть","1) get across, get over, cross, get, pass on, pass, turn 2) convert, click, switch, proceed (to)"
"океа́н","1) ocean"
"полице́йский","1) police-"
"дета́ль","1) detail 2) part"
"молодёжь","1) young, youth 2) young generation, young people"
"ра́дио","1) radio, radio set, wireless"
"гнать","1) drive/force to move 2) distill 3) persecute"
"плыть","1) swim 2) float/sail"
"ли́дер","1) leader, chief"
"наступа́ть","1) step on 2) arrive (in time), come (in time), set in, begin 3) attack, advance 4) to be"
"парти́йный","1) (relational) party 2) loyal to the party line"
"коро́ва","1) cow 2) fat woman"
"престу́пник","1) criminal, felon 2) perpetrator, offender"
"подхвати́ть","1) catch, pick up, catch up"
"ито́г","1) result (sum), total 2) outcome"
"бо́же","1) my god 2) god"
"исчеза́ть","1) disappear, vanish, wear off"
"зада́ние","1) task, job 2) homework 3) assignment 4) quest"
"посиде́ть","1) sit (for a while)"
"заседа́ние","1) meeting"
"па́пка","1) folder 2) file cover"
"Фра́нция","1) France"
"согла́сно","1) according to"
"депута́т","1) government official, deputy 2) member of parliament"
"обра́доваться","1) to be happy"
"не́когда","1) there is no time 2) once, in former times, in the old days"
"мо́лодость","1) youth 2) youthfulness 3) youngness"
"ложи́ться","1) lie down (4) 2) go to bed"
"вы́яснить","1) to figure out"
"удо́бный","1) comfortable, handy, cosy 2) convenient, opportune"
"но́рма","1) standard or the norm 2) noun"
"отвести́","1) take, lead, parry, ward off, challenge, allot, set aside 2) remove, reject"
"гном","1) gnome"
"генера́льный","1) general"
"ро́вный","1) smooth even or flat 2) even straight without bends 3) even-tempered"
"переби́ть","1) To interrupt 2) kill, slaughter, slay, break"
"удава́ться","1) to be a success 2) to manage to do"
"цепь","1) chain"
"мето́да","1) method"
"отве́тственность","1) responsibility, amenability"
"седьмо́й","1) seventh"
"задержа́ть","1) detain, delay, arrest, be behindhand, retard, hamper 2) hold, keep"
"жар","1) heat 2) ardour 3) fever"
"фина́нсовый","1) financial"
"непло́хо","1) not bad, rather well, quite good"
"уваже́ние","1) respect, esteem, consideration, regard"
"конта́кт","1) contact"
"пот","1) sweat"
"подва́л","1) basement, vault, cellar, lower half of the page, special article"
"у́жин","1) dinner, supper"
"перехо́д","1) transition, change, crossing, march, passing 2) crossing"
"вы́нести","1) to carry out, take out, bring out, remove 2) to transfer 3) to get, acquire 4) to submit 5) to pass, render, pronounce (verdict or decision) 6) to endure, bear, sustain, stand"
"проверя́ть","1) check, test, examine, audit"
"бег","1) running"
"спуска́ться","1) go down"
"америка́нец","1) American, Yankee, Yank"
"тради́ция","1) tradition"
"столб","1) post pole or pillar"
"услу́га","1) service 2) favor"
"продава́ть","1) sell, sell out"
"шеф","1) chief, boss, patron"
"не́жный","1) tender gentle delicate (adj)"
"подозрева́ть","1) to suspect"
"вещество́","1) substance, material, agent 2) matter"
"ба́ня","1) large sauna, bath house, banya, sauna"
"ра́достно","1) With joy, happily"
"снаря́д","1) projectile shell"
"вор","1) thief, pilferer"
"валя́ться","1) to wallow or lie around 2) to roll around, roll side to side"
"разве́дчик","1) scout (secret service man, intelligence agent), prospector, scout plane"
"заме́тно","1) it is noticeable, one can see, noticeably, appreciably"
"поле́зный","1) useful, helpful, healthy, good, wholesome 2) benefited"
"реда́ктор","1) editor"
"банди́т","1) bandit"
"нема́ло","1) quite a lot"
"поду́шка","1) pillow, cushion, air-cushion, bolster"
"нали́ть","1) to pour or fill up"
"обра́тный","1) reverse, return, inverse, back, backwards, opposite 2) feedback"
"грузови́к","1) truck, lorry"
"шути́ть","1) to joke"
"раство́р","1) solution (liquid)"
"я́ма","1) hole in the ground"
"ха","1) ha"
"огля́дываться","1) to look back 2) to look around"
"министе́рство","1) ministry, board, office, department"
"стари́нный","1) antique, age-old, old, old-fashioned 2) ancient"
"потре́бовать","1) demand, need, call 2) require 3) expect 4) summons"
"моде́ль","1) model, pattern"
"попа́сться","1) to be caught, fall for 2) to come across, catch eye, chance upon, meet"
"отозва́ться","1) to speak of someone 2) to echo/respond"
"инструме́нт","1) instrument 2) tool, tools"
"зо́лото","1) gold"
"ра́неный","1) wounded"
"води́ть","1) to lead (take) someone/something (by foot) 2) to drive (a vehicle)"
"погля́дывать","1) cast a glance, look, keep an eye"
"стрело́к","1) shooter"
"жест","1) gesture, sign, motion"
"непоня́тно","1) it is incomprehensible, it is impossible to understand, incomprehensibly"
"ноя́брь","1) November"
"вы́ступить","1) to protrude 2) to set out (go) 3) to perform 4) to oppose publicly 5) to advocate for"
"мра́чный","1) Gloomy, grim"
"эпо́ха","1) epoch, age, era, period in history"
"ма́ссовый","1) (relational) mass, popular"
"договори́ться","1) come to an agreement 2) to negotiate"
"о́тдых","1) rest 2) relaxation"
"выдава́ть","1) To hand out or distribute (in an informal context) 2) To reveal/ show, expose, or give away (emotions, thoughts, secrets) 3) To issue, give out, or provide (documents, items, cards, etc.) 4) represent, impersonate, pose"
"пробормота́ть","1) mutter, mumble"
"переда́ча","1) transmission, TV program, broadcast 2) transferring"
"вы́рваться","1) break loose or tear oneself away, burst"
"сере́бряный","1) silver (the metal)"
"металли́ческий","1) (relational) metal 2) metallic, "
"пропусти́ть","1) miss (out) 2) let pass / let go past 3) skip"
"шар","1) sphere, ball 2) balloon"
"зва́ние","1) title 2) rank (military) 3) status"
"ко́жаный","1) leather"
"обя́занность","1) duty"
"волне́ние","1) excitement, emotion, unrest, agitation"
"щель","1) gap slit crack"
"а́кция","1) stock, sale, share, action"
"у́зел","1) knot 2) node, hub, junction 3) unit, assembly"
"гроб","1) coffin 2) grave"
"сверну́ть","1) turn, wrap tightly, roll up, curtail, reduce, cut down, turn"
"непреме́нно","1) at all costs or in any case or certainly"
"скро́мный","1) modest, humble, unassuming, lowly, frugal, unpretentious"
"прислу́шиваться","1) listen, lend ear, cock an ear"
"реда́кция","1) edition 2) editorial staff, editorial office, editorship"
"дежу́рный","1) on duty person, person on duty, sentry, orderly, duty"
"высоко́","1) highly"
"распоряже́ние","1) instruction (order) 2) disposal"
"май","1) May"
"подде́ржка","1) backing, seconding, encouragement, support 2) support"
"запрети́ть","1) to forbid 2) to ban"
"две́рца","1) (small) door"
"многочи́сленный","1) numerous"
"мя́гко","1) softly, mildly, gently"
"Чечня́","1) Chechnya"
"ма́рка","1) stamp, mark, sign, brand, grade, sort, counter"
"зако́нчиться","1) come to an end, close, end"
"разреше́ние","1) permission"
"импера́тор","1) emperor"
"листо́к","1) (small) leaf / (small) sheet of paper 2) piece or slip of paper, leaflet"
"заду́мчиво","1) pensively, thoughtfully"
"броди́ть","1) to wander"
"дви́гатель","1) motor, engine, mover"
"прису́тствие","1) presence"
"вооружённый","1) armed, possessed, in possession"
"производи́ть","1) to produce, to make, manufacture, generate, execute, create, yield"
"присе́сть","1) to crouch or squat"
"лев","1) lion, Leo, lew, lev"
"спра́виться","1) deal with smth"
"возвраще́ние","1) return, recurrence"
"сыгра́ть","1) play 2) act out/perform"
"коро́бка","1) box, frame"
"закрыва́ть","1) close"
"пе́чка","1) stove, oven, heater, furnace"
"ко́нчить","1) finish, end 2) ejaculate, cum, have an orgasm"
"смешно́й","1) ridiculous or one that cannot be taken seriously 2) Causing laughter or fun"
"засну́ть","1) fall asleep"
"посту́пок","1) act action or deed"
"постара́ться","1) try, seek, make an effort"
"симпто́м","1) symptom"
"конкре́тный","1) specific"
"разби́тый","1) broken (adj)"
"вчера́шний","1) yesterday (adj)"
"захоте́ться","1) to want 2) tempt"
"кла́дбище","1) cemetery, burial-ground, graveyard, church yard"
"ко́мплекс","1) complex"
"компле́кс","1) complex"
"пове́сить","1) hang up, hang ( что? куда?)"
"вы́браться","1) get out from somewhere, escape"
"шанс","1) chance"
"ло́жка","1) spoon"
"стару́шка","1) old lady, old woman, old dame"
"кори́чневый","1) brown"
"наблюде́ние","1) observation"
"сла́дкий","1) sweet, sugary"
"дека́брь","1) December"
"пала́та","1) chamber, house, room (in the hospital for patient) 2) ward 3) (obsolete) palace"
"оби́деться","1) take offense, be offended, be hurt, resent"
"судья́","1) judge"
"произноси́ть","1) to pronounce"
"ко́ротко","1) briefly, in brief, intimately 2) short, shortly"
"порт","1) port, harbour"
"винто́вка","1) rifle"
"горизо́нт","1) horizon, skyline, level"
"жени́ть","1) marry, marry off, wed"
"пло́тный","1) dense 2) compact 3) solidly built"
"освети́ть","1) light up highlight illuminate"
"портфе́ль","1) briefcase, maletín"
"дости́гнуть","1) reach, attain, achieve, mount"
"опусти́ться","1) fall/go down 2) descend 3) ommited"
"посыла́ть","1) to send, dispatch"
"подобра́ть","1) pick up, tuck up, sort out, select, glean"
"ужа́сный","1) terrible, awful 2) horrible"
"распахну́ть","1) plough up, till, open wide"
"исключи́тельно","1) exclusively"
"спу́тник","1) satellite 2) companion"
"ию́нь","1) June"
"тре́бование","1) demand 2) requirement"
"прекрати́ть","1) to stop, to cease, to discontinue, to put an end, make an end (to), to bring to a stop (to) 2) to sever, to break off"
"це́нность","1) value"
"обеспе́чить","1) to provide"
"сто́ящий","1) worthwhile, worth doing 2) standing, not seated"
"организова́ть","1) organize, organise"
"душе́вный","1) spiritual/soulful 2) mental/peace"
"набра́ть","1) dial 2) gain, accumulate, put on 3) score"
"ге́ний","1) genius"
"пла́мя","1) flame"
"стиль","1) style"
"задава́ть","1) to set, assign 2) to ask"
"лук","1) onion 2) bow"
"го́спиталь","1) hospital"
"аге́нт","1) agent"
"доста́вить","1) to deliver 2) to give or procure"
"меня́ться","1) change, exchange"
"Ко́стя","1) Kostya"
"конья́к","1) cognac, brandy"
"пу́блика","1) public, the audience"
"ве́чно","1) eternally"
"князь","1) prince"
"не́нависть","1) hate, detestation, abhorrence"
"оте́чественный","1) native, home 2) patriotic 3) belonging to mother-fatherland"
"со́бственность","1) property or ownership"
"пили́ть","1) to saw 2) to nag, pester"
"март","1) March"
"вертолёт","1) helicopter"
"дар","1) gift"
"моря́к","1) seaman"
"бесконе́чный","1) endless"
"ползти́","1) crawl (snake) 2) spread rumors"
"акти́вный","1) active"
"отверну́ться","1) to turn away"
"дра́ться","1) fight"
"поинтересова́ться","1) to inquire/ask"
"жи́зненный","1) life, vital, lifelike, essential"
"перо́","1) feather, plume 2) pen"
"колхо́з","1) kolkhoz, collective farm"
"владе́лец","1) owner"
"конце́рт","1) concert, recital, concerto"
"вече́рний","1) (relational) evening"
"сыро́й","1) uncooked, raw 2) damp 3) crude"
"знако́мство","1) acquaintance"
"сла́бость","1) weakness"
"приобрести́","1) acquire, gain,  2) purchase, buy"
"отка́зываться","1) to refuse, decline, repudiate, renounce, give up, abdicate, relinquish 2) to abstain from 3) to abandon"
"аккура́тно","1) neatly 2) carefully, regularly 3) accurately"
"рыба́к","1) fisherman"
"яйцо́","1) egg, ovum 2) testicle"
